Gender,Study_Hours_per_Week,Attendance_Rate,Past_Exam_Scores,Internet_Access_at_Home,Extracurricular_Activities,Final_Exam_Score,Parent_Edu_Bachelors,Parent_Edu_High School,Parent_Edu_Masters,Parent_Edu_PhD
0,24.669167285853497,84.18156999203345,62.8865350494596,1,0,55.5,False,True,False,False
0,1.0,63.88375729230168,49.241406149753026,0,1,41.0,False,False,True,False
0,18.396521275596807,83.70471142930441,71.63757762481855,1,0,70.5,False,False,False,True
1,11.638901253169491,60.86110868258978,44.02461371943866,1,1,58.4,False,False,False,True
0,28.931163672715023,80.48008247537658,75.15922010203384,1,1,74.8,False,False,True,False
0,18.6581250566504,77.45121180151794,72.50500938111418,1,0,69.0,False,False,False,True
0,14.07697186126211,75.83861628293467,60.38812548014155,0,0,44.3,False,True,False,False
0,9.14548151360722,78.97058281488128,76.76291080286289,1,0,62.3,False,False,True,False
1,19.918367445298255,80.27531618239816,77.91825903543563,1,0,68.6,False,False,True,False
1,17.01618740918754,71.2003774722997,71.03621328284703,1,0,52.5,False,True,False,False
0,11.094956292507575,64.27002944197397,60.94772926460786,1,1,48.5,False,True,False,False
0,25.440539530727488,81.93498006902529,73.84188643611742,1,1,78.2,False,False,False,True
1,40.88044619109254,88.62848455376974,86.11339453857867,1,1,80.3,True,False,False,False
0,10.944719824405192,65.22912224090422,58.49055407949338,1,0,57.5,False,False,True,False
0,11.127448570869868,74.875806380377,76.09445472020454,1,1,56.6,False,True,False,False
0,16.987695946069117,79.08362286069176,71.6212619213325,1,0,57.7,False,True,False,False
0,35.97899424354873,96.79065243586436,95.85228738184436,1,1,81.7,False,False,True,False
1,5.015255506253539,65.2914909086303,69.0247309679391,1,1,51.6,False,True,False,False
1,29.68110131280596,71.04046377876082,53.95420596183746,1,1,68.0,False,False,True,False
0,25.998255843534466,83.705600565919,65.45874955920343,0,1,55.2,True,False,False,False
0,15.10122279495349,75.21179396255728,72.66321190484364,1,0,53.3,False,True,False,False
1,2.868423619084965,64.9406391897552,35.0,0,1,28.7,False,True,False,False
1,16.002036944105406,74.11762227362264,70.46195592976505,1,1,60.7,True,False,False,False
1,31.309761207549307,98.3935313396873,86.42198968501982,1,1,76.4,True,False,False,False
1,22.318440334315262,85.90835496248194,83.13988461937173,1,1,68.9,False,False,True,False
0,27.10940417343915,91.29783441741009,77.78454882975053,1,1,71.6,True,False,False,False
0,15.648262774121855,93.3790975031268,84.97775882540772,1,1,65.3,False,True,False,False
1,21.071076138790534,61.01277688824201,65.11941283717252,0,0,49.4,True,False,False,False
0,43.34408920271927,97.2591168250718,92.82974451677316,1,1,84.4,True,False,False,False
1,6.042780404121749,44.291185428740874,60.84458348568278,1,1,37.5,False,True,False,False
1,17.72399652136454,85.53138279468112,62.62179416057248,1,0,58.5,False,True,False,False
1,6.923242012953318,83.48069919377788,59.91618626625294,1,1,59.1,False,False,True,False
0,13.266377380212724,59.21769340941482,35.26481781633714,1,1,45.6,False,False,True,False
1,28.244473198122044,77.87075377571074,76.19213288110227,0,1,61.7,False,False,True,False
0,22.176476072780577,71.19817240439991,72.98576859222341,1,1,56.2,True,False,False,False
1,37.37356199506959,85.45090520960122,71.65489348196722,1,0,70.7,True,False,False,False
1,29.527403813698285,83.47467925642178,73.25720538157677,1,1,70.1,True,False,False,False
0,1.0,62.33848025789598,58.283547331335555,0,0,38.6,True,False,False,False
1,8.983627087399851,83.39596656997558,61.44976385512924,0,0,60.2,False,False,False,True
1,15.785613419230216,88.98342453844171,70.27923458557038,1,1,57.2,False,True,False,False
0,27.316604212402755,79.95768957419024,71.64104313882058,0,1,53.5,False,True,False,False
0,32.96136122600575,91.16358823036002,77.01787287819305,1,1,79.0,False,False,True,False
0,14.151293819339257,88.5058698935357,71.20718046659071,0,1,65.2,False,False,True,False
0,26.85761218337147,84.5657039389701,80.6810547148966,1,0,73.8,False,False,True,False
0,7.847409520266368,81.29103496908927,68.40937451651372,1,0,58.0,False,False,True,False
1,15.233884763102791,81.52313602382432,74.18382378511643,1,1,72.3,False,False,False,True
0,36.65238552546961,71.41681606305751,78.95628625980314,1,1,74.7,True,False,False,False
0,28.811710927105505,76.5463508243631,73.21941572751619,1,1,72.5,False,False,False,True
1,18.79656725463669,83.29982006293118,81.0547860804273,1,0,76.3,False,False,False,True
0,33.63363739578788,92.03443349293376,83.27876272018143,1,0,82.7,False,False,True,False
1,11.611603345529652,80.54072252621714,79.23964892918349,0,0,56.4,True,False,False,False
0,20.83699286046211,85.77964252729322,85.50507094493628,1,1,69.2,True,False,False,False
0,24.092071290916422,86.82990621153915,83.30560567308729,1,0,71.6,False,False,True,False
1,21.806295574859107,86.10351261513452,87.81371166714924,1,1,69.8,True,False,False,False
1,27.46315108884518,91.2063835965155,90.10992506139831,0,1,75.2,False,False,False,True
1,27.12368851756892,80.62154734402178,69.21251353130629,0,1,54.1,False,True,False,False
1,22.310511582609248,69.78004796998243,74.9682339226502,1,1,62.7,True,False,False,False
1,24.68404521982551,79.13484068132995,78.0355470707785,1,0,69.0,False,False,True,False
0,14.107527307328729,89.89536295277499,72.92696199357151,1,0,60.1,False,True,False,False
0,19.644131870852785,81.86088455242182,71.35641140513435,1,1,65.6,True,False,False,False
1,37.3216973785063,85.69328349011595,81.9499230434136,1,0,75.5,True,False,False,False
1,29.25412024450736,77.83125545371298,77.40319846398955,0,1,56.6,True,False,False,False
1,33.89605188106097,79.18743481140856,76.08817395945184,1,0,63.6,False,True,False,False
0,7.077846311960849,78.03786638454247,63.1965439159206,1,0,61.2,False,False,True,False
0,25.311267975121503,77.48099549575224,62.03349950659697,1,1,57.1,True,False,False,False
1,17.019512388497027,55.49277478016437,60.09589704654479,1,0,48.5,False,False,True,False
0,35.64709119851982,90.76759094349214,92.79337057915924,1,1,82.9,True,False,False,False
1,29.175764068072414,77.42271128172096,72.16388027910864,1,1,67.3,True,False,False,False
1,13.715775784733385,59.34258589323098,56.35760650109388,1,0,46.2,False,True,False,False
0,3.1961954651006987,40.0,50.379947746013144,1,0,29.6,False,True,False,False
1,20.256497087428716,70.28974269081898,74.425277191664,1,0,63.0,True,False,False,False
1,27.011109212836715,83.58924135205422,70.05559094874617,1,0,61.7,False,True,False,False
0,26.140095062262983,86.76154252333684,73.84442141831813,0,1,54.6,True,False,False,False
1,9.052326497391434,74.21280612408944,69.17288390495287,1,1,60.2,True,False,False,False
1,17.823596589717887,96.68557537392702,68.84621439608769,1,0,66.3,True,False,False,False
1,22.226849093380952,77.29260082795565,73.33962501552156,1,1,56.9,False,True,False,False
0,9.804448151553077,78.17770740828296,65.4472727979086,1,0,59.0,False,False,True,False
1,22.947368435246037,88.96113162856236,75.87603712268731,1,1,69.5,False,False,False,True
0,5.398384473987754,96.29448757049516,73.77167964372521,1,0,58.8,False,True,False,False
0,9.341005157041998,73.25702335192753,63.057138935016155,1,1,49.5,False,True,False,False
1,30.665756415242186,96.59375000202624,90.17758313713908,1,0,84.5,False,False,False,True
0,19.16946605116984,77.19604604971441,63.40397226156208,1,0,57.7,False,True,False,False
0,23.020855291507687,86.09709605561437,75.08930157645823,0,0,62.0,False,False,False,True
1,18.919551515811406,74.59472168011895,58.803647010698576,1,1,49.9,False,True,False,False
1,27.87764705101832,72.49737722110646,66.59597170492512,0,0,55.1,False,False,True,False
1,1.1789996428837766,70.80056059139311,57.542308113120605,1,0,42.2,False,True,False,False
1,25.411136659314963,89.50350905648259,66.72430330552807,1,0,74.1,False,False,False,True
0,35.7429755993049,95.6244767148505,94.54064631165474,1,0,81.7,True,False,False,False
0,21.193430372134618,79.30539978112944,75.24545111136594,1,1,66.9,False,False,True,False
0,10.380845835956164,53.31654805153198,49.51139462918099,1,1,36.6,False,True,False,False
1,1.0,40.0,51.60367705130983,1,1,37.3,False,True,False,False
1,26.262337493782425,83.83446766360709,60.3026296934738,1,1,74.0,False,False,True,False
1,11.894903419541151,54.25321791959135,70.21820664592511,1,0,52.0,True,False,False,False
1,1.0,72.55403609459897,57.56695714947317,0,1,41.9,False,False,True,False
0,24.59645788478363,85.46886019492902,86.40148086554535,1,1,75.0,True,False,False,False
1,16.089731739718502,82.71739249510745,69.1030344551585,1,1,60.7,False,False,True,False
0,9.531891098740566,66.38672386612879,73.36010549096758,1,1,54.1,True,False,False,False
1,31.19221126834687,94.3407305492576,94.08759151728135,0,1,75.4,False,False,False,True
0,21.040653659794668,69.81964222910553,59.95640775854083,1,1,61.0,False,False,False,True
1,36.50071516556942,91.92919329090128,92.6694591642431,0,1,69.8,True,False,False,False
0,25.86320180275508,86.7616114589234,60.37948378498521,1,1,64.9,False,False,True,False
0,25.431868381146355,86.48694698870614,85.39954781763686,1,0,74.8,False,False,True,False
0,25.36521205837589,92.47697285212188,69.03020711779156,1,1,62.6,False,True,False,False
1,27.014565010144715,94.598688075515,86.18630775412122,1,1,76.1,False,False,True,False
1,40.33825755593987,96.86618400902952,88.52865014386019,0,0,66.1,False,True,False,False
0,12.668101516555351,71.1394142565875,75.97231100855085,1,0,61.7,False,False,True,False
0,39.94298411543504,100.0,94.52931599696971,0,0,77.4,True,False,False,False
1,30.139870042744903,77.93988567142421,65.06150509953686,1,0,58.5,False,True,False,False
0,27.95055532692287,84.92376526567581,72.64466624604536,1,1,70.1,True,False,False,False
1,24.71160036443093,84.26229837720744,79.70290115912137,1,0,70.0,True,False,False,False
1,31.06489909371869,85.80954246638242,77.07481723537757,1,1,76.0,False,False,True,False
0,17.084375314548655,68.31064214372304,66.53938804947884,1,1,68.6,False,False,False,True
0,12.238534517985167,89.37724086607118,64.83286236140378,1,0,56.9,True,False,False,False
1,24.00062300756313,76.08392229101689,75.32033389844656,1,1,57.6,False,True,False,False
0,29.796448644432548,83.62097616734667,86.68279852407392,1,0,81.4,False,False,True,False
0,26.532475339003735,93.52458688325348,85.00530275493763,1,0,76.4,False,False,True,False
1,24.767946897716268,75.29701731489351,68.46400661143583,1,1,53.8,True,False,False,False
1,18.789529547292407,87.9969173616979,82.06426252683293,1,0,67.0,True,False,False,False
1,16.363797737799867,89.53793701260376,58.981935493645786,1,1,60.6,True,False,False,False
1,6.834863593446264,64.3297723505058,53.88494786335567,1,1,34.5,False,True,False,False
0,1.0,64.12998912137797,48.28745841817711,0,0,39.1,True,False,False,False
0,24.655837783235768,86.8333088028506,73.5937019590352,1,1,65.0,True,False,False,False
1,26.604342233052616,81.51327399630411,64.87803967016553,1,0,68.6,False,False,True,False
1,39.28907090410398,94.23266360165664,89.19321110371273,1,1,83.0,False,False,True,False
0,20.75457486936921,75.61032356492441,69.4954177080634,1,1,52.0,False,True,False,False
1,24.408377450944265,84.43839217472289,66.61301960144623,1,0,64.9,False,False,True,False
0,18.586062389358787,89.52033103339171,74.97840070640365,1,0,63.1,True,False,False,False
1,26.450390236091252,81.44102538993222,68.86575841135964,1,1,62.9,False,True,False,False
0,12.284920146809387,87.34702246143395,71.68135918981854,1,1,61.3,True,False,False,False
0,18.143127375232257,83.1761073837277,77.6712692076689,1,0,63.1,True,False,False,False
0,25.50582113702948,75.85068339060558,76.45475348155573,1,1,66.2,False,False,True,False
0,17.536887205468254,83.51678183275,70.1798995951372,1,0,65.9,True,False,False,False
0,32.90566874132187,98.29872892512152,88.8794188405523,1,1,86.6,False,False,True,False
1,41.6711704456616,82.71565572282202,82.60932926698057,1,0,73.8,False,True,False,False
1,24.591483229592185,86.09019916504717,71.39714567656976,1,0,67.7,True,False,False,False
1,21.5982650789892,84.87385059729331,70.61358313525392,1,1,73.1,False,False,False,True
1,31.75226880554434,87.87544379962121,77.23694610603381,0,0,63.2,False,False,True,False
0,8.203059659777498,71.36489260475437,60.197204307675776,1,0,46.1,False,True,False,False
0,14.96079037017374,84.52114928762037,68.7741254533211,1,0,59.1,True,False,False,False
1,9.277019149251185,49.29808437105668,63.75232490273457,1,1,36.5,False,True,False,False
0,15.725671389855568,83.53511636040305,76.7511558623284,1,0,70.6,False,False,True,False
1,18.00551698859921,87.96728050403065,64.6248984131975,1,0,63.9,False,False,True,False
0,22.71270619509536,72.11319411972606,58.42153155218672,1,0,61.1,True,False,False,False
1,32.50409113786283,98.42675780817817,90.24663412444868,1,0,85.2,False,False,True,False
0,30.25321155288611,95.33539020724878,88.4691136616901,1,1,85.8,False,False,False,True
1,40.923263447650896,87.7344216351411,88.32646714472162,1,0,80.1,True,False,False,False
1,23.46629058553441,75.10826164662622,71.96427174472362,1,1,55.7,False,True,False,False
1,34.70401667586449,89.24695465965478,89.77245178340411,0,1,77.8,False,False,True,False
0,20.12909235669118,79.35131883726663,59.24205936636202,1,1,66.8,False,False,False,True
1,23.52094531331108,87.54564957854882,85.78496376266688,0,1,66.9,False,False,True,False
1,17.274720281194135,54.62742876191642,61.9513207903295,1,1,49.4,True,False,False,False
1,30.948535351939107,88.8898229747378,90.16509535606352,1,1,76.3,False,False,True,False
1,24.952460519756094,91.17134335656628,70.70423687789861,1,1,76.9,False,False,False,True
1,35.62486495504155,96.54026557811008,90.24677379709064,0,0,71.6,True,False,False,False
0,28.539292032856338,95.23897176737286,90.96450588365062,0,1,69.5,False,False,True,False
1,16.935527210457966,77.49082844011626,56.96664395584558,1,1,59.8,False,False,False,True
1,22.474869597418564,67.86050867490704,80.65167003481135,1,1,63.0,False,False,True,False
1,31.43812879661653,96.16759181953348,91.07105085803582,1,1,81.4,True,False,False,False
0,30.022193025093905,62.137454910218345,71.90033794604454,1,1,59.8,True,False,False,False
0,29.365087455013818,88.18545444963327,91.90490618254252,1,0,73.9,True,False,False,False
1,15.7886937880096,87.40257324064963,74.1375167322365,1,0,63.1,False,True,False,False
1,30.830634767748613,77.32967640655747,67.60218660525744,0,0,61.1,False,False,False,True
0,29.67248935234179,84.97724915831077,62.73037591993945,1,0,63.2,True,False,False,False
1,10.764169913220378,75.09106123078449,67.02658532927954,1,1,57.8,False,False,True,False
0,25.92461608084227,78.34297604073224,87.09289274294814,1,1,74.1,True,False,False,False
0,13.457755170392169,67.87862841314312,55.00604445009515,1,1,57.5,True,False,False,False
0,27.69786602138419,82.90032215283476,70.64606171572649,1,0,63.4,False,True,False,False
0,31.723170540739332,86.46127278116151,81.6978002563315,1,1,78.5,False,False,True,False
1,12.250851694831026,81.75814563232225,62.299719750311915,1,0,55.6,True,False,False,False
0,28.623706008867195,89.0055365849333,87.50645454905228,1,1,83.3,False,False,True,False
1,34.22781940570949,97.87022141483976,94.11032039941668,0,1,67.5,False,True,False,False
1,37.08450074168199,79.79292341299713,66.35386379600173,1,0,65.2,False,True,False,False
1,31.476501691898452,86.79087989144183,90.92784307374616,1,0,69.5,False,True,False,False
1,28.300691766328605,87.73769452850404,83.11473711539553,1,0,70.9,True,False,False,False
0,27.028921964301485,80.89577111737961,68.14999907921771,1,0,69.7,True,False,False,False
1,42.32675958811765,93.43149047801477,92.10669822209898,1,0,87.2,False,False,True,False
1,17.913836909661384,58.94931911666342,64.88156300843555,1,0,58.1,True,False,False,False
0,7.669353947117304,78.58226224667202,56.22409392848614,1,0,53.5,True,False,False,False
1,34.15661419109316,94.42333226517886,88.44574610253122,0,1,66.6,True,False,False,False
1,23.759216537666717,80.38089339949211,68.54148254199093,1,0,56.4,False,True,False,False
1,38.82620814490262,87.20201911932942,80.85173570572002,1,0,70.2,False,True,False,False
1,33.99221361019698,86.81545278725402,81.19974601013548,0,1,66.8,False,False,True,False
1,1.0,55.170901605394825,49.338279808828055,1,0,37.9,True,False,False,False
0,31.458550365964193,93.80522497719794,87.10759169466317,1,0,79.5,True,False,False,False
1,20.66389446312774,80.61263026534196,75.0609448134911,1,1,57.3,False,True,False,False
1,30.907991140499988,82.8841993963824,69.18521487473754,0,1,63.1,False,False,True,False
0,15.049937992401182,71.88356314911442,75.99761803226114,1,1,64.5,False,False,True,False
0,36.889892618197784,97.73209057532,91.61402166094383,0,0,74.3,False,False,True,False
0,13.034673729458753,55.15881505415182,57.64215389765764,1,0,47.7,False,True,False,False
1,21.7287997350732,77.74154464724464,75.55518184390657,1,1,60.6,True,False,False,False
1,24.86745283078795,84.49880931486848,72.48767053233719,1,1,74.8,False,False,False,True
0,29.772641509699017,99.55348797148176,89.73702658078469,1,1,82.3,False,False,True,False
1,27.059788264898582,82.78259410742372,78.04294320358001,1,0,68.1,True,False,False,False
0,17.10796865834871,72.20963802219228,60.17861404840451,1,1,55.8,False,False,True,False
1,21.433578636361183,59.807019848853614,73.26360503578584,1,1,64.4,False,False,True,False
1,18.580667439227483,93.1486899879802,72.11606442487053,1,0,68.3,True,False,False,False
1,22.86621948279023,89.80047938348753,80.81551565974998,1,1,67.4,True,False,False,False
0,25.313851909987264,84.0366315503764,77.7470377866496,1,1,64.7,False,True,False,False
0,9.254709249832608,72.27206476982518,53.80986922744019,1,1,46.7,False,True,False,False
0,37.50747390962357,97.55661354132036,93.48741506308272,1,1,81.4,False,False,True,False
0,6.008095156784705,64.14772890788791,62.83471286646877,1,1,42.1,False,True,False,False
1,32.57452871478993,96.41593555113025,88.74162110245577,1,0,88.8,False,False,False,True
1,15.922173268811674,82.68469305165316,78.62360128021145,1,0,72.7,False,False,False,True
1,28.462315054490567,89.0563338827515,83.37245902198251,1,0,65.3,False,True,False,False
1,18.25670330408974,84.06480018996174,63.01645412892813,1,0,58.0,True,False,False,False
1,12.404697883333638,53.3457770187054,55.77522788350513,1,1,49.5,False,False,True,False
1,22.380008415636745,92.67536052218487,87.687778431258,0,1,66.3,False,False,True,False
1,32.305212432035376,86.02228591280083,85.9981927583923,1,1,75.0,False,False,True,False
1,22.901662891593663,88.98894697961526,89.11765240382131,1,0,66.5,True,False,False,False
0,18.78021156242445,72.12146354032346,56.15116054446295,1,0,58.7,True,False,False,False
0,33.87352627304516,90.0775249507921,75.71873760707831,1,1,79.2,False,False,True,False
0,34.69577895789911,89.90306866452123,89.80980499193228,1,1,80.9,False,False,False,True
1,14.333106368100369,59.763073307628,73.6745031500711,1,1,55.6,True,False,False,False
1,31.749382060091836,83.23731348957419,81.08600181653358,1,1,76.3,False,False,False,True
0,45.0,88.77755754338479,87.92383590550486,1,0,79.3,True,False,False,False
1,17.445381208421313,67.3678797080279,70.97845051922457,1,1,64.6,False,False,False,True
1,12.406372638283369,68.80097409065303,61.312154986961644,1,0,52.0,True,False,False,False
0,23.849877901519456,80.94918134122335,64.41596299231581,1,1,68.3,True,False,False,False
0,16.917108749371632,56.40502595742061,49.6978552562948,1,0,46.7,True,False,False,False
1,27.174263462910975,85.5491419049475,71.65562780955578,1,0,64.8,True,False,False,False
1,12.231860466714496,77.04462341528148,70.42351951388098,1,0,56.1,True,False,False,False
1,1.0,52.60971341976767,55.21864270541344,1,1,40.2,False,True,False,False
1,31.991137550024515,79.06395673139015,76.53893012589658,1,1,58.5,False,True,False,False
1,2.515639576475196,77.27560992890889,57.17630951163511,1,1,43.1,False,True,False,False
1,31.84407370024782,89.00899032704116,90.28165603913534,1,1,83.9,False,False,True,False
1,29.62782175830041,97.88281889268548,91.1614776101104,1,0,82.2,False,False,True,False
1,13.050167131942018,70.52916885472632,56.92596137303532,1,0,48.1,False,True,False,False
0,33.92950517046664,95.81205533363452,92.7237207452202,1,1,93.4,False,False,False,True
0,22.59153601985004,87.58596184728566,77.54105169628421,1,1,68.4,True,False,False,False
0,14.645636747205392,88.0814075041354,64.88198143734087,1,1,66.5,False,False,False,True
1,17.52713532882641,76.95791027762294,50.53209865002498,1,0,53.6,True,False,False,False
1,22.650854725705862,78.72052720647778,67.44740845238775,1,0,53.5,False,True,False,False
1,38.105113984194034,87.38528343745033,81.7744922835278,1,1,78.9,True,False,False,False
0,30.45416964003056,92.74235898519366,84.43340565595949,1,1,80.0,False,False,True,False
0,11.83185272834626,65.30975661964091,35.0,1,0,42.3,False,True,False,False
0,10.82319821895795,67.50526320518641,64.87616572057654,1,0,51.8,False,True,False,False
0,3.6262806053812144,99.84306796102406,75.18615656936527,1,1,56.5,False,True,False,False
1,23.04213762742384,90.27097401493404,86.06192431687575,1,0,68.4,True,False,False,False
0,19.22447986753042,79.59050477177296,62.78414014678629,1,0,59.5,True,False,False,False
0,21.00931972643136,78.66943189196569,67.04332804971274,0,0,50.3,True,False,False,False
1,25.877915401803016,84.59777614262806,84.6965141972599,1,0,65.6,False,True,False,False
0,25.576662113868068,96.57274957243114,91.89100817587295,1,1,83.1,False,False,True,False
1,23.028547088706816,78.34507900986006,90.461162221083,1,0,68.6,True,False,False,False
1,40.80057950090156,92.26637249974584,92.6986042622807,1,1,81.3,True,False,False,False
0,17.743956999438733,74.8986419130481,63.95956757325639,0,1,44.1,False,True,False,False
1,25.02551683531478,77.23033835451298,77.80695614415123,1,1,63.0,False,True,False,False
1,19.962693287182635,82.9913150816916,56.88567940355538,0,1,48.7,True,False,False,False
1,25.32755927484407,86.42717951649611,69.15493094937621,1,1,54.2,False,True,False,False
0,30.141140213035623,100.0,92.68248762719617,1,1,84.2,False,False,True,False
1,26.45177425498217,76.24546791720451,64.68429320086683,1,0,65.1,True,False,False,False
1,18.013851578555226,81.13185028827002,65.61467995909591,1,0,61.8,True,False,False,False
0,21.93108633944732,70.1804636835205,65.27971546518077,1,1,51.6,False,True,False,False
0,18.02546748966125,76.83032416222315,59.6487394076788,1,1,48.8,False,True,False,False
1,23.89341414553828,85.89038579389596,83.50692701623474,1,0,74.9,False,False,True,False
1,26.51162944151704,88.49771983941027,69.02080958710819,1,1,71.3,False,False,True,False
0,13.925553018106513,83.87490546506433,67.0587901762449,0,0,55.1,False,False,True,False
1,18.372231527971586,91.27693263305926,76.96269257139461,1,1,72.4,True,False,False,False
0,23.10582018576016,73.09656699221094,73.26837940482396,1,0,59.6,True,False,False,False
0,20.37594374472516,68.99493067387571,70.1066845399203,1,1,64.5,True,False,False,False
0,31.04921702662745,93.64612982500432,73.83145875918812,1,0,75.7,False,False,True,False
0,17.524350198836075,83.31349830664873,64.68436362241385,1,0,49.9,False,True,False,False
0,26.992595353258725,88.20582865388856,85.95421981509496,1,0,79.4,False,False,False,True
0,22.256631468322688,89.42696433854323,89.38618847292102,0,0,70.0,False,False,True,False
1,16.852476893008316,96.13792840717808,89.48949687481264,0,1,65.9,False,False,True,False
0,18.781647689186663,85.80373579510267,72.01888636143796,1,0,54.4,False,True,False,False
0,30.60993257907078,88.87878199938959,63.59957566090195,1,1,66.6,True,False,False,False
1,17.52357448078506,70.35497717085401,62.4969954231086,1,0,53.6,True,False,False,False
0,25.630968594181105,96.99254827648336,89.1602472796103,1,1,71.4,False,True,False,False
1,16.82160185218923,72.65772575162838,69.68596421413291,1,0,61.0,True,False,False,False
0,25.04151852263914,83.68144090762357,79.51879694860946,1,0,68.9,False,False,True,False
0,27.529438055265967,88.78698318027035,73.96113240366262,0,1,58.4,True,False,False,False
0,5.664207618734057,70.4344117508248,68.360538439452,1,1,55.5,True,False,False,False
0,21.639339500327477,85.52163258036623,70.0875101085232,1,1,56.7,False,True,False,False
0,1.0,58.766559359538896,52.47237954426123,1,0,39.9,True,False,False,False
0,26.065873683231334,89.05715502057333,81.24214703205607,1,1,71.0,False,False,True,False
0,29.83471442294867,79.93880969688377,80.7165332707571,0,0,62.0,True,False,False,False
0,13.643739252704542,59.189540352782565,41.9324101396212,1,0,46.1,True,False,False,False
0,7.39871485586664,71.69574048881246,63.75699105060803,1,0,50.8,True,False,False,False
0,12.892348137307524,61.15824587226946,53.1168361927359,1,0,48.8,True,False,False,False
0,6.457052937454119,73.61423499547917,77.32247865867772,1,1,56.5,False,True,False,False
1,31.720644674295517,89.41117888525761,87.2593694344005,1,0,79.7,False,False,False,True
1,14.178989030679077,57.78957536462949,50.55495842126456,1,0,41.7,True,False,False,False
0,31.15558151238783,99.56843854109596,76.6025749423239,1,0,75.7,True,False,False,False
1,9.41611507394404,58.85197751240936,54.53417380947344,1,1,41.7,False,True,False,False
1,10.055764676031654,71.6082797531324,66.26846347679297,1,0,56.4,False,False,True,False
0,45.0,93.23214475760828,81.60773760787797,1,1,81.5,True,False,False,False
1,19.03368222584108,78.82610124131303,61.22614096421991,1,0,61.4,True,False,False,False
1,12.019458849791375,77.86263265457396,54.35460728553923,1,0,47.1,True,False,False,False
0,29.33937855735415,85.41442374759036,67.59460006817378,1,0,64.8,True,False,False,False
0,21.00929253863507,93.18825265348724,76.40128688103519,0,0,70.8,False,False,True,False
1,30.05270192938889,89.04926673215606,85.30643628180664,1,1,70.0,False,True,False,False
1,18.417655094403877,67.26675345996689,84.25306746320838,1,0,68.1,False,False,True,False
0,30.93194999519641,91.59258906049016,84.76836900049237,1,0,72.7,False,True,False,False
0,25.589299195652472,89.25630207620492,78.60242095122275,1,1,64.6,False,True,False,False
0,37.93960548637313,73.35841601104323,65.80820229691692,1,0,72.5,False,False,True,False
1,31.798703978068,99.86422717455712,92.04352699778796,0,1,76.9,False,False,True,False
1,13.347049427786764,90.78036852530136,76.38600376071288,0,0,57.8,True,False,False,False
0,36.69217478608226,98.14720272351252,99.18308570174736,1,1,81.9,True,False,False,False
0,27.110569370216673,66.50627725597364,71.74330995686691,1,0,62.2,True,False,False,False
1,24.682177328312303,85.49367071296425,61.84637501014003,0,1,53.1,True,False,False,False
0,20.80729964228263,76.31023486764404,76.96835288935985,1,1,71.4,False,False,False,True
0,29.49756350281963,67.47859554288581,71.86779081597437,0,1,58.8,False,False,False,True
1,29.853030533559764,80.69324726380589,76.37438187001419,1,1,65.9,True,False,False,False
1,32.1069928057625,91.36664092781052,83.91474008772681,1,0,73.7,True,False,False,False
1,1.0,48.784698525749725,55.67482011564254,1,1,38.4,True,False,False,False
1,14.116749533113298,70.8919020431422,59.45665974606588,1,0,52.5,True,False,False,False
0,28.168866927115488,94.18764717795256,83.6590236725279,1,0,68.0,False,True,False,False
0,12.612547006889018,87.2055624287812,70.7707400168117,1,0,62.8,True,False,False,False
1,34.15697932766388,100.0,91.93831832794848,1,0,77.9,False,True,False,False
0,31.735102038712352,85.2843060348067,84.12132219059616,0,1,57.7,False,True,False,False
0,37.047630226043005,91.33387879847628,92.60253527934712,1,1,83.1,True,False,False,False
0,30.604746435868837,90.16514982234976,89.14863559463298,1,1,78.0,True,False,False,False
0,24.34106960393965,92.34650328849511,66.03846290643578,1,1,71.7,False,False,True,False
0,14.815547403310088,72.67573429111958,55.58447303746952,1,0,54.1,True,False,False,False
0,35.737770012548076,99.29869322341128,84.93197570206468,1,1,79.5,True,False,False,False
0,25.53514761791637,82.59162933070729,67.71849198055695,1,0,62.8,False,True,False,False
0,1.0,52.94226516904635,38.86433295238615,1,1,41.1,True,False,False,False
1,33.92871454641382,81.19423214253733,69.92448402571698,1,0,72.1,True,False,False,False
1,38.44576912393903,92.63474669143234,89.69940788598635,1,1,83.2,False,False,True,False
1,22.476505884740348,89.20138293996436,75.01011027101273,1,1,76.8,False,False,False,True
1,23.738275997611176,82.54682414665211,74.40141513316065,1,0,64.6,False,True,False,False
1,23.41157033590478,74.79019407656145,72.27647532979891,0,1,47.3,False,True,False,False
0,7.557868046493485,72.64866034320659,59.116112351070555,0,0,42.5,True,False,False,False
1,39.77567135948003,81.72073931373802,63.57456260243047,0,0,68.1,False,False,False,True
1,21.060738525261527,85.63551121946522,82.04018367691515,0,1,66.1,False,False,True,False
1,3.052738000306408,44.1757202597636,56.53469609144785,1,0,47.6,False,False,True,False
0,21.716407764602092,88.25537823397006,83.96951805795602,1,1,68.8,True,False,False,False
0,21.51256582689924,86.82415119952034,67.89819430628168,1,0,67.4,False,False,False,True
0,28.35762448699943,89.94291858820245,85.59839183007516,1,1,68.6,False,True,False,False
0,30.586963048247537,91.74402310089032,88.37535803856694,0,0,59.0,False,True,False,False
1,16.355804693905807,75.62868418807375,52.50666099952113,0,1,45.3,False,False,True,False
1,22.35159389415976,85.35655283601126,76.3736471674227,1,1,70.6,False,False,False,True
