Student_ID,Gender,Study_Hours_per_Week,Attendance_Rate,Past_Exam_Scores,Parental_Education_Level,Internet_Access_at_Home,Extracurricular_Activities,Final_Exam_Score,Pass_Fail
S0488,Male,29.365087455013814,88.18545444963327,91.90490618254253,Bachelors,Yes,No,73.9,Pass
S0489,Female,15.788693788009601,87.40257324064963,74.1375167322365,High School,Yes,No,63.1,Pass
S0490,Female,30.830634767748613,77.32967640655747,67.60218660525744,PhD,No,No,61.1,Pass
S0491,Male,29.67248935234179,84.97724915831077,62.73037591993945,Bachelors,Yes,No,63.2,Pass
S0492,Female,10.764169913220378,75.09106123078449,67.02658532927954,Masters,Yes,Yes,57.8,Pass
S0493,Male,25.92461608084227,78.34297604073224,87.09289274294814,Bachelors,Yes,Yes,74.1,Pass
S0494,Male,13.457755170392169,67.87862841314312,55.00604445009515,Bachelors,Yes,Yes,57.5,Pass
S0495,Male,27.69786602138419,82.90032215283476,70.64606171572649,High School,Yes,No,63.4,Pass
S0496,Male,31.723170540739332,86.46127278116151,81.6978002563315,Masters,Yes,Yes,78.5,Pass
S0497,Female,12.250851694831026,81.75814563232225,62.299719750311915,Bachelors,Yes,No,55.6,Pass
S0498,Male,28.623706008867195,89.0055365849333,87.50645454905228,Masters,Yes,Yes,83.3,Pass
S0499,Female,34.22781940570949,97.87022141483975,94.11032039941668,High School,No,Yes,67.5,Pass
S0500,Female,37.08450074168199,79.79292341299713,66.35386379600173,High School,Yes,No,65.2,Pass
S0501,Female,31.476501691898452,86.79087989144183,90.92784307374615,High School,Yes,No,69.5,Pass
S0502,Female,28.300691766328605,87.73769452850404,83.11473711539553,Bachelors,Yes,No,70.9,Pass
S0503,Male,27.028921964301485,80.89577111737961,68.14999907921771,Bachelors,Yes,No,69.7,Pass
S0504,Female,42.32675958811765,93.43149047801475,92.10669822209898,Masters,Yes,No,87.2,Pass
S0505,Female,17.913836909661384,58.94931911666342,64.88156300843555,Bachelors,Yes,No,58.1,Pass
S0506,Male,7.669353947117304,78.58226224667202,56.22409392848614,Bachelors,Yes,No,53.5,Pass
S0507,Female,34.15661419109316,94.42333226517886,88.44574610253122,Bachelors,No,Yes,66.6,Pass
S0508,Female,23.759216537666717,80.38089339949211,68.54148254199093,High School,Yes,No,56.4,Pass
S0509,Female,38.82620814490262,87.20201911932942,80.85173570572002,High School,Yes,No,70.2,Pass
S0510,Female,33.99221361019698,86.81545278725402,81.19974601013548,Masters,No,Yes,66.8,Pass
S0511,Female,1.0,55.170901605394825,49.338279808828055,Bachelors,Yes,No,37.9,Fail
S0512,Male,31.458550365964193,93.80522497719794,87.10759169466317,Bachelors,Yes,No,79.5,Pass
S0513,Female,20.66389446312774,80.61263026534196,75.0609448134911,High School,Yes,Yes,57.3,Pass
S0514,Female,30.907991140499988,82.8841993963824,69.18521487473754,Masters,No,Yes,63.1,Pass
S0515,Male,15.049937992401182,71.88356314911442,75.99761803226114,Masters,Yes,Yes,64.5,Pass
S0516,Male,36.889892618197784,97.73209057531999,91.61402166094383,Masters,No,No,74.3,Pass
S0517,Male,13.034673729458753,55.15881505415182,57.64215389765764,High School,Yes,No,47.7,Fail
S0518,Female,21.7287997350732,77.74154464724464,75.55518184390657,Bachelors,Yes,Yes,60.6,Pass
S0519,Female,24.867452830787954,84.49880931486848,72.48767053233719,PhD,Yes,Yes,74.8,Pass
S0520,Male,29.772641509699014,99.55348797148176,89.73702658078469,Masters,Yes,Yes,82.3,Pass
S0521,Female,27.059788264898586,82.78259410742372,78.04294320358001,Bachelors,Yes,No,68.1,Pass
S0522,Male,17.10796865834871,72.20963802219228,60.17861404840451,Masters,Yes,Yes,55.8,Pass
S0523,Female,21.433578636361183,59.807019848853614,73.26360503578584,Masters,Yes,Yes,64.4,Pass
S0524,Female,18.580667439227483,93.14868998798019,72.11606442487053,Bachelors,Yes,No,68.3,Pass
S0525,Female,22.86621948279023,89.80047938348753,80.81551565974998,Bachelors,Yes,Yes,67.4,Pass
S0526,Male,25.313851909987264,84.0366315503764,77.7470377866496,High School,Yes,Yes,64.7,Pass
S0527,Male,9.254709249832608,72.27206476982518,53.80986922744019,High School,Yes,Yes,46.7,Fail
S0528,Male,37.50747390962357,97.55661354132036,93.48741506308271,Masters,Yes,Yes,81.4,Pass
S0529,Male,6.008095156784705,64.14772890788791,62.83471286646877,High School,Yes,Yes,42.1,Fail
S0530,Female,32.57452871478993,96.41593555113025,88.74162110245577,PhD,Yes,No,88.8,Pass
S0531,Female,15.922173268811674,82.68469305165316,78.62360128021145,PhD,Yes,No,72.7,Pass
S0532,Female,28.462315054490567,89.0563338827515,83.37245902198251,High School,Yes,No,65.3,Pass
S0533,Female,18.25670330408974,84.06480018996174,63.01645412892813,Bachelors,Yes,No,58.0,Pass
S0534,Female,12.404697883333638,53.3457770187054,55.77522788350513,Masters,Yes,Yes,49.5,Fail
S0535,Female,22.380008415636745,92.67536052218487,87.687778431258,Masters,No,Yes,66.3,Pass
S0536,Female,32.305212432035376,86.02228591280083,85.9981927583923,Masters,Yes,Yes,75.0,Pass
S0537,Female,22.901662891593666,88.98894697961526,89.11765240382131,Bachelors,Yes,No,66.5,Pass
S0538,Male,18.78021156242445,72.12146354032346,56.15116054446295,Bachelors,Yes,No,58.7,Pass
S0539,Male,33.87352627304516,90.0775249507921,75.71873760707831,Masters,Yes,Yes,79.2,Pass
S0540,Male,34.69577895789911,89.90306866452123,89.80980499193228,PhD,Yes,Yes,80.9,Pass
S0541,Female,14.333106368100367,59.763073307628,73.6745031500711,Bachelors,Yes,Yes,55.6,Pass
S0542,Female,31.749382060091836,83.23731348957419,81.08600181653358,PhD,Yes,Yes,76.3,Pass
S0543,Male,45.0,88.77755754338479,87.92383590550486,Bachelors,Yes,No,79.3,Pass
S0544,Female,17.445381208421313,67.3678797080279,70.97845051922457,PhD,Yes,Yes,64.6,Pass
S0545,Female,12.406372638283369,68.80097409065303,61.312154986961644,Bachelors,Yes,No,52.0,Pass
S0546,Male,23.849877901519456,80.94918134122335,64.41596299231581,Bachelors,Yes,Yes,68.3,Pass
S0547,Male,16.917108749371632,56.40502595742061,49.6978552562948,Bachelors,Yes,No,46.7,Fail
S0548,Female,27.174263462910975,85.5491419049475,71.65562780955578,Bachelors,Yes,No,64.8,Pass
S0549,Female,12.231860466714497,77.04462341528148,70.42351951388098,Bachelors,Yes,No,56.1,Pass
S0550,Female,1.0,52.60971341976767,55.21864270541344,High School,Yes,Yes,40.2,Fail
S0551,Female,31.991137550024515,79.06395673139015,76.53893012589658,High School,Yes,Yes,58.5,Pass
S0552,Female,2.515639576475196,77.27560992890889,57.17630951163511,High School,Yes,Yes,43.1,Fail
S0553,Female,31.84407370024782,89.00899032704116,90.28165603913534,Masters,Yes,Yes,83.9,Pass
S0554,Female,29.62782175830041,97.88281889268549,91.1614776101104,Masters,Yes,No,82.2,Pass
S0555,Female,13.050167131942018,70.52916885472632,56.92596137303532,High School,Yes,No,48.1,Fail
S0556,Male,33.92950517046664,95.81205533363453,92.72372074522019,PhD,Yes,Yes,93.4,Pass
S0557,Male,22.59153601985004,87.58596184728566,77.54105169628421,Bachelors,Yes,Yes,68.4,Pass
S0558,Male,14.645636747205392,88.0814075041354,64.88198143734087,PhD,Yes,Yes,66.5,Pass
S0559,Female,17.52713532882641,76.95791027762294,50.53209865002498,Bachelors,Yes,No,53.6,Pass
S0560,Female,22.650854725705866,78.72052720647778,67.44740845238775,High School,Yes,No,53.5,Pass
S0561,Female,38.105113984194034,87.38528343745033,81.7744922835278,Bachelors,Yes,Yes,78.9,Pass
S0562,Male,30.45416964003056,92.74235898519366,84.43340565595949,Masters,Yes,Yes,80.0,Pass
S0563,Male,11.831852728346261,65.30975661964091,35.0,High School,Yes,No,42.3,Fail
S0564,Male,10.82319821895795,67.50526320518641,64.87616572057654,High School,Yes,No,51.8,Pass
S0565,Male,3.6262806053812144,99.84306796102406,75.18615656936527,High School,Yes,Yes,56.5,Pass
S0566,Female,23.042137627423838,90.27097401493403,86.06192431687575,Bachelors,Yes,No,68.4,Pass
S0567,Male,19.22447986753042,79.59050477177296,62.78414014678629,Bachelors,Yes,No,59.5,Pass
S0568,Male,21.00931972643136,78.66943189196569,67.04332804971274,Bachelors,No,No,50.3,Pass
S0569,Female,25.877915401803016,84.59777614262806,84.6965141972599,High School,Yes,No,65.6,Pass
S0570,Male,25.576662113868068,96.57274957243114,91.89100817587297,Masters,Yes,Yes,83.1,Pass
S0571,Female,23.028547088706816,78.34507900986006,90.46116222108301,Bachelors,Yes,No,68.6,Pass
S0572,Female,40.80057950090156,92.26637249974583,92.6986042622807,Bachelors,Yes,Yes,81.3,Pass
S0573,Male,17.743956999438733,74.8986419130481,63.95956757325639,High School,No,Yes,44.1,Fail
S0574,Female,25.02551683531478,77.23033835451298,77.80695614415123,High School,Yes,Yes,63.0,Pass
S0575,Female,19.962693287182635,82.9913150816916,56.88567940355538,Bachelors,No,Yes,48.7,Fail
S0576,Female,25.32755927484407,86.42717951649611,69.15493094937621,High School,Yes,Yes,54.2,Pass
S0577,Male,30.141140213035623,100.0,92.68248762719617,Masters,Yes,Yes,84.2,Pass
S0578,Female,26.451774254982166,76.24546791720451,64.68429320086683,Bachelors,Yes,No,65.1,Pass
S0579,Female,18.013851578555226,81.13185028827002,65.61467995909591,Bachelors,Yes,No,61.8,Pass
S0580,Male,21.93108633944732,70.1804636835205,65.27971546518077,High School,Yes,Yes,51.6,Pass
S0581,Male,18.02546748966125,76.83032416222315,59.648739407678804,High School,Yes,Yes,48.8,Fail
S0582,Female,23.89341414553828,85.89038579389596,83.50692701623474,Masters,Yes,No,74.9,Pass
S0583,Female,26.51162944151704,88.49771983941027,69.02080958710819,Masters,Yes,Yes,71.3,Pass
S0584,Male,13.925553018106513,83.87490546506433,67.0587901762449,Masters,No,No,55.1,Pass
S0585,Female,18.372231527971582,91.27693263305926,76.96269257139461,Bachelors,Yes,Yes,72.4,Pass
S0586,Male,23.105820185760162,73.09656699221094,73.26837940482396,Bachelors,Yes,No,59.6,Pass
S0587,Male,20.37594374472516,68.99493067387571,70.1066845399203,Bachelors,Yes,Yes,64.5,Pass
S0588,Male,31.04921702662745,93.64612982500431,73.83145875918812,Masters,Yes,No,75.7,Pass
S0589,Male,17.524350198836075,83.31349830664873,64.68436362241385,High School,Yes,No,49.9,Fail
S0590,Male,26.992595353258725,88.20582865388856,85.95421981509496,PhD,Yes,No,79.4,Pass
S0591,Male,22.256631468322688,89.42696433854323,89.38618847292102,Masters,No,No,70.0,Pass
S0592,Female,16.852476893008316,96.13792840717807,89.48949687481264,Masters,No,Yes,65.9,Pass
S0593,Male,18.781647689186666,85.80373579510267,72.01888636143796,High School,Yes,No,54.4,Pass
S0594,Male,30.60993257907078,88.87878199938959,63.59957566090195,Bachelors,Yes,Yes,66.6,Pass
S0595,Female,17.52357448078506,70.35497717085401,62.4969954231086,Bachelors,Yes,No,53.6,Pass
S0596,Male,25.630968594181105,96.99254827648335,89.1602472796103,High School,Yes,Yes,71.4,Pass
S0597,Female,16.82160185218923,72.65772575162838,69.68596421413291,Bachelors,Yes,No,61.0,Pass
S0598,Male,25.04151852263914,83.68144090762357,79.51879694860946,Masters,Yes,No,68.9,Pass
S0599,Male,27.529438055265967,88.78698318027035,73.96113240366262,Bachelors,No,Yes,58.4,Pass
S0600,Male,5.664207618734057,70.4344117508248,68.360538439452,Bachelors,Yes,Yes,55.5,Pass
S0601,Male,21.639339500327477,85.52163258036623,70.0875101085232,High School,Yes,Yes,56.7,Pass
S0602,Male,1.0,58.766559359538896,52.47237954426123,Bachelors,Yes,No,39.9,Fail
S0603,Male,26.065873683231338,89.05715502057333,81.24214703205607,Masters,Yes,Yes,71.0,Pass
S0604,Male,29.83471442294867,79.93880969688377,80.7165332707571,Bachelors,No,No,62.0,Pass
S0605,Male,13.643739252704542,59.189540352782565,41.932410139621204,Bachelors,Yes,No,46.1,Fail
S0606,Male,7.39871485586664,71.69574048881246,63.756991050608036,Bachelors,Yes,No,50.8,Pass
S0607,Male,12.892348137307524,61.15824587226946,53.1168361927359,Bachelors,Yes,No,48.8,Fail
S0608,Male,6.457052937454119,73.61423499547917,77.32247865867772,High School,Yes,Yes,56.5,Pass
S0609,Female,31.720644674295517,89.41117888525761,87.2593694344005,PhD,Yes,No,79.7,Pass
S0610,Female,14.178989030679077,57.78957536462949,50.55495842126456,Bachelors,Yes,No,41.7,Fail
S0611,Male,31.15558151238783,99.56843854109597,76.6025749423239,Bachelors,Yes,No,75.7,Pass
S0612,Female,9.41611507394404,58.85197751240936,54.53417380947344,High School,Yes,Yes,41.7,Fail
S0613,Female,10.055764676031654,71.6082797531324,66.26846347679297,Masters,Yes,No,56.4,Pass
S0614,Male,45.0,93.23214475760828,81.60773760787797,Bachelors,Yes,Yes,81.5,Pass
S0615,Female,19.03368222584108,78.82610124131303,61.22614096421991,Bachelors,Yes,No,61.4,Pass
S0616,Female,12.019458849791377,77.86263265457396,54.35460728553923,Bachelors,Yes,No,47.1,Fail
S0617,Male,29.33937855735415,85.41442374759036,67.59460006817378,Bachelors,Yes,No,64.8,Pass
S0618,Male,21.00929253863507,93.18825265348723,76.40128688103519,Masters,No,No,70.8,Pass
S0619,Female,30.05270192938889,89.04926673215606,85.30643628180664,High School,Yes,Yes,70.0,Pass
S0620,Female,18.417655094403877,67.26675345996689,84.25306746320838,Masters,Yes,No,68.1,Pass
S0621,Male,30.93194999519641,91.59258906049016,84.76836900049237,High School,Yes,No,72.7,Pass
S0622,Male,25.589299195652472,89.25630207620492,78.60242095122275,High School,Yes,Yes,64.6,Pass
S0623,Male,37.93960548637313,73.35841601104323,65.80820229691692,Masters,Yes,No,72.5,Pass
S0624,Female,31.798703978067998,99.86422717455713,92.04352699778796,Masters,No,Yes,76.9,Pass
S0625,Female,13.347049427786763,90.78036852530137,76.38600376071288,Bachelors,No,No,57.8,Pass
S0626,Male,36.69217478608226,98.14720272351252,99.18308570174736,Bachelors,Yes,Yes,81.9,Pass
S0627,Male,27.110569370216673,66.50627725597364,71.74330995686691,Bachelors,Yes,No,62.2,Pass
S0628,Female,24.682177328312303,85.49367071296425,61.84637501014003,Bachelors,No,Yes,53.1,Pass
S0629,Male,20.80729964228263,76.31023486764404,76.96835288935985,PhD,Yes,Yes,71.4,Pass
S0630,Male,29.497563502819634,67.47859554288581,71.86779081597437,PhD,No,Yes,58.8,Pass
S0631,Female,29.853030533559764,80.69324726380589,76.37438187001419,Bachelors,Yes,Yes,65.9,Pass
S0632,Female,32.1069928057625,91.36664092781051,83.91474008772681,Bachelors,Yes,No,73.7,Pass
S0633,Female,1.0,48.784698525749725,55.67482011564254,Bachelors,Yes,Yes,38.4,Fail
S0634,Female,14.116749533113298,70.8919020431422,59.45665974606588,Bachelors,Yes,No,52.5,Pass
S0635,Male,28.168866927115488,94.18764717795256,83.6590236725279,High School,Yes,No,68.0,Pass
S0636,Male,12.612547006889018,87.2055624287812,70.7707400168117,Bachelors,Yes,No,62.8,Pass
S0637,Female,34.15697932766388,100.0,91.93831832794848,High School,Yes,No,77.9,Pass
S0638,Male,31.735102038712352,85.2843060348067,84.12132219059616,High School,No,Yes,57.7,Pass
S0639,Male,37.047630226043005,91.33387879847628,92.60253527934712,Bachelors,Yes,Yes,83.1,Pass
S0640,Male,30.604746435868837,90.16514982234976,89.14863559463298,Bachelors,Yes,Yes,78.0,Pass
S0641,Male,24.34106960393965,92.34650328849511,66.03846290643578,Masters,Yes,Yes,71.7,Pass
S0642,Male,14.815547403310088,72.67573429111958,55.58447303746952,Bachelors,Yes,No,54.1,Pass
S0643,Male,35.737770012548076,99.29869322341128,84.93197570206468,Bachelors,Yes,Yes,79.5,Pass
S0644,Male,25.53514761791637,82.59162933070729,67.71849198055695,High School,Yes,No,62.8,Pass
S0645,Male,1.0,52.94226516904635,38.86433295238615,Bachelors,Yes,Yes,41.1,Fail
S0646,Female,33.92871454641382,81.19423214253733,69.92448402571698,Bachelors,Yes,No,72.1,Pass
S0647,Female,38.44576912393903,92.63474669143234,89.69940788598635,Masters,Yes,Yes,83.2,Pass
S0648,Female,22.476505884740348,89.20138293996436,75.01011027101273,PhD,Yes,Yes,76.8,Pass
S0649,Female,23.738275997611176,82.54682414665211,74.40141513316065,High School,Yes,No,64.6,Pass
S0650,Female,23.41157033590478,74.79019407656145,72.27647532979891,High School,No,Yes,47.3,Fail
S0651,Male,7.557868046493485,72.64866034320659,59.116112351070555,Bachelors,No,No,42.5,Fail
S0652,Female,39.77567135948003,81.72073931373802,63.57456260243047,PhD,No,No,68.1,Pass
S0653,Female,21.060738525261527,85.63551121946522,82.04018367691515,Masters,No,Yes,66.1,Pass
S0654,Female,3.052738000306408,44.1757202597636,56.53469609144785,Masters,Yes,No,47.6,Fail
S0655,Male,21.716407764602092,88.25537823397006,83.96951805795602,Bachelors,Yes,Yes,68.8,Pass
S0656,Male,21.51256582689924,86.82415119952034,67.89819430628168,PhD,Yes,No,67.4,Pass
S0657,Male,28.357624486999434,89.94291858820245,85.59839183007516,High School,Yes,Yes,68.6,Pass
S0658,Male,30.586963048247537,91.74402310089032,88.37535803856694,High School,No,No,59.0,Pass
S0659,Female,16.355804693905807,75.62868418807375,52.50666099952113,Masters,No,Yes,45.3,Fail
S0660,Female,22.351593894159762,85.35655283601126,76.3736471674227,PhD,Yes,Yes,70.6,Pass
S0661,Male,17.15354458036344,77.38672507577948,68.55539594829841,High School,Yes,Yes,55.6,Pass
S0662,Female,33.21848339934806,94.13552421969683,83.3701595708336,High School,Yes,Yes,74.5,Pass
S0663,Female,19.447773881762295,72.98783847331676,61.25428533702538,High School,Yes,Yes,52.2,Pass
S0664,Male,20.52031039127422,87.2262795522151,73.95346690072242,High School,Yes,No,61.1,Pass
S0665,Male,37.93077799353346,76.03442749901873,75.10861021217985,High School,Yes,No,68.1,Pass
S0666,Male,18.29559293131941,75.9149910910795,71.93479717779017,PhD,No,Yes,55.7,Pass
S0667,Male,14.824114876442216,95.34538844048075,60.89512510590079,Bachelors,Yes,Yes,63.4,Pass
S0668,Male,14.088748893607217,83.9110750224607,59.55215977472179,Masters,No,Yes,53.3,Pass
S0669,Male,29.448259304374403,90.06410112918064,88.17840153178085,Masters,Yes,Yes,79.9,Pass
S0670,Male,28.81535574599493,78.47501266764597,71.0963159122204,Bachelors,Yes,Yes,64.2,Pass
S0671,Male,16.637154185725304,74.10356211634614,73.85936867628381,Masters,Yes,Yes,61.7,Pass
S0672,Female,13.084901159823806,79.09761169599696,66.02895624060457,Bachelors,No,No,50.0,Pass
S0673,Male,33.29809911774156,97.20572039706595,79.79364806878668,Bachelors,Yes,No,80.4,Pass
S0674,Female,2.881889102614588,71.00090491719946,62.09418677574655,Bachelors,No,Yes,44.6,Fail
S0675,Male,31.311955840543785,88.21471793906262,84.19744280469827,Masters,Yes,Yes,75.7,Pass
S0676,Female,24.572572873784218,89.28301624851387,60.2697073780903,Masters,Yes,No,63.7,Pass
S0677,Male,19.417423926779765,83.49666155758744,66.49214337233559,PhD,Yes,Yes,64.7,Pass
S0678,Male,14.655848158836498,53.64590119771263,49.66965850394174,High School,Yes,No,45.1,Fail
S0679,Female,17.336132581053743,67.26972168958484,50.9205617131735,Masters,Yes,No,52.8,Pass
S0680,Female,18.999418311584268,89.20608389148929,69.97862923928916,High School,Yes,No,58.3,Pass
S0681,Female,16.07495988978715,88.47970546651905,70.01535062386168,Masters,Yes,Yes,71.0,Pass
S0682,Male,26.939035118098698,90.59782435865324,88.08300083847514,Bachelors,Yes,No,68.6,Pass
S0683,Male,17.90856765866273,68.27236107657423,59.278719731106754,High School,No,No,45.6,Fail
S0684,Female,18.458236607085013,74.81892325821367,72.37398809771474,Bachelors,Yes,No,60.0,Pass
S0685,Female,22.750189406817174,74.45041081044782,70.94823282057592,Bachelors,No,No,50.1,Pass
S0686,Female,7.996588008595655,63.6039339501808,54.03430282707418,High School,Yes,Yes,41.9,Fail
S0687,Female,15.745788380824658,67.94393072583955,58.91659624010694,Masters,Yes,Yes,55.4,Pass
S0688,Male,13.607340214042868,94.49342527429566,72.08070218771576,High School,Yes,No,60.6,Pass
S0689,Female,20.426028609436038,75.49845542983279,89.61394741396667,PhD,Yes,No,72.8,Pass
S0690,Male,14.486703774439732,78.99806452075748,74.49502101771637,Masters,Yes,No,59.2,Pass
S0691,Male,26.201490760209943,88.7055243865098,82.84565104661559,Bachelors,Yes,No,70.4,Pass
S0692,Male,25.543103588224987,74.60778440023333,70.45832924926931,Bachelors,Yes,Yes,58.9,Pass
S0693,Female,7.539161862569425,80.68226041505824,38.81755617260562,Bachelors,Yes,Yes,48.7,Fail
S0694,Male,30.418035536576593,83.25940058682492,77.02698321137689,Bachelors,Yes,Yes,65.9,Pass
S0695,Male,33.49002641682034,93.47270210962103,94.252618338204,Masters,Yes,Yes,81.2,Pass
S0696,Female,26.58101718973935,88.80439876017806,71.92017218772818,Bachelors,Yes,No,68.5,Pass
S0697,Male,17.801245836761055,71.08849103483311,76.91623960883643,Bachelors,No,Yes,51.8,Pass
S0698,Female,24.967226377107902,75.23952156995229,68.76855796022025,PhD,Yes,No,71.0,Pass
S0699,Male,27.199447128291357,84.06806227207034,81.72927041357947,Bachelors,Yes,No,71.8,Pass
S0700,Female,23.197017859161875,88.35008395244826,82.04521000668174,Bachelors,Yes,Yes,66.0,Pass
S0701,Female,10.61096555393276,96.15813161398637,79.51524438617538,Bachelors,Yes,Yes,65.8,Pass
S0702,Male,30.104902892400073,96.81726418996082,93.25239526946389,PhD,Yes,No,75.9,Pass
S0703,Male,21.14651512864086,65.45115978671937,68.55264070389455,Masters,Yes,No,62.6,Pass
S0704,Male,3.2604734789653245,46.641375958313866,55.79309247451598,High School,No,No,27.1,Fail
S0705,Male,37.744550544734565,100.0,80.20109893963915,High School,Yes,Yes,70.0,Pass
S0706,Female,34.19351811048473,88.36079502482586,88.13343484209612,High School,Yes,Yes,71.5,Pass
S0707,Male,5.1770626926124965,61.89784179441149,57.3447510610011,Bachelors,Yes,Yes,50.7,Pass
S0708,Female,22.552748319676592,77.5124311342315,75.95432606348052,Bachelors,Yes,Yes,62.9,Pass
S0709,Male,11.134473091289571,65.99577541245355,62.95030111728694,PhD,Yes,No,57.4,Pass
S0710,Female,24.910786406187402,73.48172302761883,80.18025908123003,Bachelors,Yes,No,65.8,Pass
S0711,Female,26.369062586364016,93.64167399874228,91.29493686622043,Bachelors,Yes,Yes,71.1,Pass
S0712,Female,25.196816075112793,71.52688830784746,66.49072700094125,Masters,Yes,Yes,62.7,Pass
S0713,Male,31.259211268195948,80.81614120050028,72.477441209653,Bachelors,Yes,Yes,71.4,Pass
S0714,Male,27.311770913145264,86.87426003456227,73.67279887431276,Bachelors,Yes,No,68.4,Pass
S0715,Male,4.956658143897671,56.87331554267643,56.86319060233075,High School,Yes,Yes,34.7,Fail
S0716,Female,25.874986717474552,80.19889999567548,78.49267387795884,Bachelors,Yes,No,61.8,Pass
S0717,Female,21.096761194091513,76.03836477965925,67.44617580657993,PhD,Yes,Yes,69.0,Pass
S0718,Female,29.106295818451173,95.18276995018894,95.70117283500858,Masters,Yes,No,84.4,Pass
S0719,Male,25.169428913816947,90.75390304407242,82.37324261749035,Bachelors,Yes,Yes,66.2,Pass
S0720,Female,4.698454793642812,44.89958788014748,48.2356941667477,Bachelors,Yes,Yes,40.7,Fail
S0721,Female,28.837767721170227,92.16115177614279,85.89312365302148,PhD,Yes,No,85.8,Pass
S0722,Male,22.80964725028773,94.33679297617417,85.84121216088798,Bachelors,Yes,No,77.9,Pass
S0723,Male,31.19036110306492,89.96327058645944,82.92897021111112,Masters,Yes,Yes,78.3,Pass
S0724,Female,23.52461637824108,85.32911905150007,61.51862585192667,PhD,Yes,Yes,71.9,Pass
S0725,Female,18.22867413857733,80.21537120717487,73.53702363416566,High School,Yes,Yes,51.0,Pass
S0726,Female,30.35317704148988,76.59781429782252,69.01222891909295,Masters,Yes,Yes,75.3,Pass
S0727,Male,3.4373294467672495,51.98472409895459,47.2225080391019,Bachelors,Yes,No,38.9,Fail
S0728,Female,18.624813319927828,63.56931603708524,64.56688637091742,Bachelors,Yes,No,52.5,Pass
S0729,Male,3.788586619889987,67.50929602846236,60.02306419869208,Bachelors,Yes,Yes,48.3,Fail
S0730,Male,33.724017710398456,80.07638386673118,58.79253915929449,Bachelors,Yes,Yes,68.9,Pass
S0731,Male,18.0066665588325,90.13611834538672,87.45508342315964,Masters,Yes,Yes,80.1,Pass
S0732,Female,24.62819100339077,83.17299074060693,78.973557585034,High School,Yes,Yes,62.8,Pass
S0733,Female,3.302043896314342,68.94910556026825,36.94388091978866,High School,Yes,Yes,40.2,Fail
S0734,Female,29.47526083530967,90.57887581520455,91.17546409799063,Bachelors,Yes,No,75.5,Pass
S0735,Male,33.76869391366829,96.34230447667956,92.18565005866141,High School,No,Yes,62.4,Pass
S0736,Female,24.434680015129633,89.23903662234714,79.01021332557701,PhD,Yes,No,81.6,Pass
S0737,Male,40.81614487566125,95.08912178130599,90.53334164286893,Masters,Yes,No,83.1,Pass
S0738,Female,33.12258229910858,73.3042742651554,65.24647731580819,PhD,Yes,No,76.5,Pass
S0739,Male,28.518898375657173,95.79638585490156,93.2948948889128,Bachelors,Yes,No,81.1,Pass
S0740,Male,18.438052808707003,92.57596253995975,48.50340527479542,Bachelors,Yes,No,60.6,Pass
S0741,Male,26.26114912387092,78.10008599199438,68.48150910666736,High School,No,No,55.6,Pass
S0742,Male,10.281367230476734,64.72984263353621,72.1071490076207,Masters,No,Yes,56.7,Pass
S0743,Female,19.053783962083415,72.185567828459,70.106094514922,Masters,Yes,Yes,63.0,Pass
S0744,Female,4.924826208206746,61.35435894935259,48.93219360683187,High School,Yes,Yes,36.8,Fail
S0745,Male,17.104098219136986,83.13188968693326,72.617151467594,PhD,Yes,No,64.9,Pass
S0746,Female,30.896051466359282,84.35577267573568,88.21261897045609,Bachelors,Yes,No,80.0,Pass
S0747,Male,23.677392627672987,87.13137997026199,60.64342693445969,Bachelors,Yes,Yes,61.6,Pass
S0748,Female,15.86894515278674,62.49787808065979,59.61606048469183,PhD,Yes,No,63.6,Pass
S0749,Female,33.2061893918183,90.36437442502366,81.59384008088273,PhD,Yes,No,79.5,Pass
S0750,Female,22.043912093290928,71.2792527932945,78.90160437538978,PhD,Yes,No,75.6,Pass
S0751,Male,20.563011863526242,89.82984960978729,68.84080987742374,Bachelors,Yes,No,62.8,Pass
S0752,Female,18.33496808115392,76.65069249353508,77.25704359015845,High School,No,No,45.6,Fail
S0753,Female,17.033981898700667,86.51216802690624,69.70528561398426,High School,Yes,Yes,57.0,Pass
S0754,Male,8.168256900758662,78.00780152549474,64.92535071382291,Bachelors,No,Yes,45.4,Fail
S0755,Male,34.169513618411685,92.42877679297654,94.77792530214386,PhD,Yes,Yes,88.5,Pass
S0756,Female,21.36246897752881,80.75682803668883,75.93535282672549,High School,Yes,Yes,59.4,Pass
S0757,Female,28.74734853853104,81.85930873761244,67.37279820270426,Masters,Yes,Yes,71.2,Pass
S0758,Female,19.356182303327223,87.25580097185929,82.53115101340815,Bachelors,Yes,No,66.9,Pass
S0759,Female,30.64234471795378,88.61941247544789,87.75173188820571,Bachelors,Yes,No,72.3,Pass
S0760,Female,2.9350836436465526,59.42958833147058,59.47189954557511,Bachelors,No,No,36.1,Fail
S0761,Male,16.0509512837298,71.51969966649149,58.38833334838894,Bachelors,No,Yes,52.4,Pass
S0762,Male,2.8338430164251145,51.493867470480524,45.67194507373681,Masters,Yes,Yes,44.3,Fail
S0763,Male,27.289660871210202,80.44678210095412,63.901361583712614,High School,Yes,Yes,52.3,Pass
S0764,Female,34.377185051418486,84.23975633801614,63.55833959692099,Masters,Yes,Yes,69.6,Pass
